isoformID	chrom	startCoor0based	endCoor	geneStrand	geneID	geneName	blockCount	blockSize	blockStarts	refMapLen	blockType	blockAnno	isKnownSS	isKnownFSJ	canoFSJMotif	isKnownExon	isKnownBSJ	isCanoBSJ	canoBSJMotif	BSJCate	FSJCate	readCount	readIDs	isoCirc_coords	bsj_region
chr17|41757633|41758870|3|151,120,156|0,765,1081	chr17	41757633	41758870	-,-,-	ENSG00000173801,P14923,JUP	ENSG00000173801,P14923,JUP	3	151,120,156	0,765,1081	427	N,N,N	ENST00000393931:E11(151);ENST00000310706:E11(151);ENST00000393930:E11(151);ENST00000393930.5:E11(151);ENST00000310706.9:E11(151);ENST00000393931.8:E11(151);NM_001352777.2:E11(151);NM_001352773.2:E11(151);NM_001352775.2:E11(151);NM_001352776.2:E12(151);NM_002230.4:E11(151);NM_021991.4:E11(151);NM_001352774.2:E11(151);XM_017024588.2:E11(151);XM_017024590.1:E11(151);XM_011524756.1:E11(151);XM_011524758.1:E11(151);XM_011524753.2:E12(151);XM_006721874.3:E11(151);XM_006721875.1:E11(151);NM_002230:E11(151);NM_021991:E11(151);NM_001352773:E11(151);NM_001352777:E11(151);NM_001352776:E12(151);NM_001352775:E11(151);NM_001352774:E11(151),ENST00000393931:E10(120);ENST00000310706:E10(120);ENST00000393930:E10(120);ENST00000585793:E3(120);ENST00000393930.5:E10(120);ENST00000310706.9:E10(120);ENST00000393931.8:E10(120);ENST00000585793.1:E3(120);NM_001352777.2:E10(120);NM_001352773.2:E10(120);NM_001352775.2:E10(120);NM_001352776.2:E11(120);NM_002230.4:E10(120);NM_021991.4:E10(120);NM_001352774.2:E10(120);XM_017024588.2:E10(120);XM_017024590.1:E10(120);XM_011524756.1:E10(120);XM_011524758.1:E10(120);XM_011524753.2:E11(120);XM_006721874.3:E10(120);XM_006721875.1:E10(120);NM_002230:E10(120);NM_021991:E10(120);NM_001352773:E10(120);NM_001352777:E10(120);NM_001352776:E11(120);NM_001352775:E10(120);NM_001352774:E10(120),ENST00000393931:E9(156);ENST00000310706:E9(156);ENST00000393930:E9(156);ENST00000585793:E2(156);ENST00000393930.5:E9(156);ENST00000310706.9:E9(156);ENST00000393931.8:E9(156);ENST00000585793.1:E2(156);NM_001352777.2:E9(156);NM_001352773.2:E9(156);NM_001352775.2:E9(156);NM_001352776.2:E10(156);NM_002230.4:E9(156);NM_021991.4:E9(156);NM_001352774.2:E9(156);XM_017024588.2:E9(156);XM_017024590.1:E9(156);XM_011524756.1:E9(156);XM_011524758.1:E9(156);XM_011524753.2:E10(156);XM_006721874.3:E9(156);XM_006721875.1:E9(156);NM_002230:E9(156);NM_021991:E9(156);NM_001352773:E9(156);NM_001352777:E9(156);NM_001352776:E10(156);NM_001352775:E9(156);NM_001352774:E9(156)	True,True,True,True,True,True	True,True	-GT/AG,-GT/AG	True,True,True	False	True	-GT/AG	NIC	NIC	1	58fa0f89-9dc7-416d-96d6-7bf80521fc54	chr1741757633417588703151,120,1560,765,1081	chr17:41757633:41758870
chr17|82763964|82768566|2|98,133|0,4469	chr17	82763964	82768566	+,+,+,+	ENSG00000141556,Q9BTW9,J3KR97,TBCD	ENSG00000141556,Q9BTW9,J3KR97,TBCD	2	98,133	0,4469	231	N,N	ENST00000355528:E3(98);ENST00000539345:E3(98);ENST00000355528.9:E3(98);ENST00000539345.6:E3(98);XM_017024987.1:E3(98);XM_017024988.1:E3(98);XM_011523590.1:E3(98);XM_006722290.2:E3(98);NM_005993.5_2:E3(98);XM_005256396.4:E2(98);XR_001752599.1:E3(98);XR_001752597.1:E3(98);XR_001752598.1:E3(98);XR_001752600.1:E3(98);XR_430033.2:E3(98);NM_005993:E3(98),ENST00000355528:E5(133);ENST00000539345:E5(133);ENST00000355528.9:E5(133);ENST00000539345.6:E5(133);XM_017024987.1:E5(133);XM_017024988.1:E5(133);XM_011523590.1:E5(133);XM_006722290.2:E5(133);NM_005993.5_2:E5(133);XM_005256396.4:E4(133);XR_001752599.1:E5(133);XR_001752597.1:E5(133);XR_001752598.1:E5(133);XR_001752600.1:E5(133);XR_430033.2:E5(133);NM_005993:E5(133)	True,True,False,True	False	NA	True,False	True	True	+GT/AG	FSM	NNC	1	6d1fcf5b-7573-4084-9b0f-c76b55b46796	chr178276396482768566298,1330,4469	chr17:82763964:82768566
chr18|36807846|36818973|2|88,80|0,11047	chr18	36807846	36818973	-,-,-,-,-,-,-,-,-,-,-	ENSG00000134779,A0A087WUC8,K7EKC0,A0A087X1R7,Q68CL5,K7EP30,K7ENZ9,K7ELA6,K7EN50,K7EK44,TPGS2	ENSG00000134779,A0A087WUC8,K7EKC0,A0A087X1R7,Q68CL5,K7EP30,K7ENZ9,K7ELA6,K7EN50,K7EK44,TPGS2	2	88,80	0,11047	168	N,N	ENST00000614939:E3(88);ENST00000587129:E3(88);ENST00000610723:E3(88);ENST00000590842:E3(88);ENST00000591906:E2(88);ENST00000587382:E3(88);ENST00000334295:E3(88);ENST00000383056:E3(88);ENST00000593035:E3(88);ENST00000590500:E1(88);ENST00000589049:E3(88);ENST00000591823:E4(88);ENST00000585635:E4(88);ENST00000590692:E4(88);ENST00000590337:E3(88);ENST00000587511:E3(88);ENST00000587207:E4(88);ENST00000614939.4:E3(88);ENST00000587129.5:E3(88);ENST00000610723.4:E3(88);ENST00000591906.5:E2(88);ENST00000590842.5:E3(88);ENST00000587382.5:E3(88);ENST00000334295.9:E3(88);ENST00000593035.5:E3(88);ENST00000383056.7:E3(88);ENST00000590500.5:E1(88);ENST00000589049.5:E3(88);ENST00000591823.5:E4(88);ENST00000585635.5:E4(88);ENST00000590692.5:E4(88);ENST00000590337.5:E3(88);ENST00000587511.1:E3(88);ENST00000587207.1:E4(88);NM_001271952.2:E4(88);NM_001271954.2:E3(88);XM_017025699.2:E4(88);NM_015476.4:E3(88);NM_001271949.2:E3(88);NM_001271950.2:E3(88);XM_005258242.4:E3(88);XM_011525917.3:E4(88);NM_001271953.2:E3(88);NM_001271951.2:E3(88);NM_001271955.2:E3(88);NM_001330572.2:E3(88);XM_017025701.2:E3(88);NM_001271956.2:E3(88);XM_017025703.2:E4(88);XM_017025702.2:E3(88);XR_001753181.2:E3(88);XR_001753180.2:E3(88);NM_015476:E3(88);NM_001271956:E3(88);NM_001271951:E3(88);NM_001271955:E3(88);NM_001271949:E3(88);NM_001271950:E3(88);NM_001271952:E4(88);NM_001271954:E3(88);NM_001271953:E3(88);NM_001330572:E3(88),ENST00000614939:E2(80);ENST00000587129:E2(80);ENST00000610723:E2(80);ENST00000590842:E2(80);ENST00000591906:E1(34)+I(46);ENST00000587382:E2(80);ENST00000334295:E2(80);ENST00000383056:E2(80);ENST00000593035:E2(80);ENST00000589049:E2(80);ENST00000591823:E3(80);ENST00000585635:E3(80);ENST00000590692:E3(80);ENST00000590337:E2(80);ENST00000587511:E2(80);ENST00000587207:E2(80);ENST00000591648:E2(80);ENST00000588909:E2(44)+I(36);ENST00000614939.4:E2(80);ENST00000587129.5:E2(80);ENST00000610723.4:E2(80);ENST00000591906.5:E1(34)+I(46);ENST00000590842.5:E2(80);ENST00000587382.5:E2(80);ENST00000334295.9:E2(80);ENST00000593035.5:E2(80);ENST00000383056.7:E2(80);ENST00000589049.5:E2(80);ENST00000591823.5:E3(80);ENST00000585635.5:E3(80);ENST00000590692.5:E3(80);ENST00000590337.5:E2(80);ENST00000587511.1:E2(80);ENST00000587207.1:E2(80);ENST00000591648.1:E2(80);ENST00000588909.1:E2(44)+I(36);NM_001271952.2:E3(80);NM_001271954.2:E2(80);XM_017025699.2:E3(80);NM_015476.4:E2(80);NM_001271949.2:E2(80);NM_001271950.2:E2(80);XM_005258242.4:E2(80);XM_011525917.3:E3(80);NM_001271953.2:E2(80);NM_001271951.2:E2(80);NM_001271955.2:E2(80);NM_001330572.2:E2(80);XM_017025701.2:E2(80);NM_001271956.2:E2(80);XM_017025703.2:E3(80);XM_017025702.2:E2(80);XR_001753181.2:E2(80);XR_001753180.2:E2(80);NM_015476:E2(80);NM_001271956:E2(80);NM_001271951:E2(80);NM_001271955:E2(80);NM_001271949:E2(80);NM_001271950:E2(80);NM_001271952:E3(80);NM_001271954:E2(80);NM_001271953:E2(80);NM_001330572:E2(80)	True,True,True,True	True	-GT/AG	True,True	False	True	-GT/AG	NIC	NIC	1	950e19a0-7160-4827-986e-8046a4af810a	chr183680784636818973288,800,11047	chr18:36807846:36818973
chr18|37066867|37084232|3|48,35,108|0,643,17257	chr18	37066867	37084232	+	KIAA1328	KIAA1328	3	48,35,108	0,643,17257	191	N,N,N	ENST00000592611:I(22)+E6(26);ENST00000280020:I(22)+E7(26);ENST00000590617:I(22)+E6(26);ENST00000587139:I(22)+E5(26);ENST00000591619:I(22)+E7(26);ENST00000591911:I(22)+E3(26);ENST00000586135:I(22)+E4(26);ENST00000586501:E1(48);ENST00000592611.5:I(22)+E6(26);ENST00000280020.10:I(22)+E7(26);ENST00000590617.5:I(22)+E6(26);ENST00000587139.5:I(22)+E5(26);ENST00000591619.5:I(22)+E7(26);ENST00000591911.1:I(22)+E3(26);ENST00000586135.1:I(22)+E4(26);ENST00000586501.1:E1(48);XM_017025880.1:I(22)+E3(26);XM_017025879.1:I(22)+E6(26);XM_017025881.1:I(22)+E6(26);XM_011526099.2:I(22)+E7(26);XM_017025876.1:I(22)+E7(26);XM_005258317.3:I(22)+E7(26);XM_017025877.1:I(22)+E7(26);XM_005258318.5:I(22)+E7(26);XM_024451226.1:E7(48);NM_001353919.2:I(22)+E6(26);NM_001322327.2:I(22)+E6(26);NM_001353918.2:I(22)+E7(26);NM_020776.3:I(22)+E7(26);NM_001353920.2:I(22)+E8(26);XM_011526100.3:I(22)+E7(26);XM_005258315.5:I(22)+E7(26);NR_136305.2:E6(48);NR_136304.2:E9(48);NR_136303.3:I(22)+E7(26);NM_001322327:I(22)+E6(26);NM_001353918:I(22)+E7(26);NM_020776:I(22)+E7(26);NM_001353920:I(22)+E8(26);NR_136305:E6(48);NR_136304:E9(48);NM_001353919:I(22)+E6(26);NR_136303:I(22)+E7(26),ENST00000592611:E6(35);ENST00000280020:E7(35);ENST00000590617:E6(35);ENST00000587139:E5(35);ENST00000591619:E7(35);ENST00000586135:E4(35);ENST00000586501:E1(35);ENST00000599493:E1(35);ENST00000592611.5:E6(35);ENST00000280020.10:E7(35);ENST00000590617.5:E6(35);ENST00000587139.5:E5(35);ENST00000591619.5:E7(35);ENST00000586135.1:E4(35);ENST00000586501.1:E1(35);ENST00000599493.1:E1(35);XM_017025880.1:E3(35);XM_017025879.1:E6(35);XM_017025881.1:E6(35);XM_011526099.2:E7(35);XM_017025876.1:E7(35);XM_005258317.3:E7(35);XM_017025877.1:E7(35);XM_005258318.5:E7(35);XM_024451226.1:E7(35);NM_001353919.2:E6(35);NM_001322327.2:E6(35);NM_001353918.2:E7(35);NM_020776.3:E7(35);NM_001353920.2:E8(35);XM_011526100.3:E7(35);XM_005258315.5:E7(35);NR_136305.2:E6(35);NR_136304.2:E9(35);NR_136303.3:E7(35);NM_001322327:E6(35);NM_001353918:E7(35);NM_020776:E7(35);NM_001353920:E8(35);NR_136305:E6(35);NR_136304:E9(35);NM_001353919:E6(35);NR_136303:E7(35),ENST00000590617:E7(108);ENST00000587139:E6(108);ENST00000586135:E5(108);ENST00000599493:E2(108);ENST00000590617.5:E7(108);ENST00000587139.5:E6(108);ENST00000586135.1:E5(108);ENST00000599493.1:E2(108);XM_017025880.1:E4(108);XM_017025879.1:E7(108);XM_017025881.1:E7(108);XM_011526099.2:E8(108);XM_017025876.1:E8(108);XM_017025877.1:E8(108);XM_005258318.5:E8(108);NM_001322327.2:E7(108);XM_011526100.3:E8(108);XM_005258315.5:E8(108);NR_136305.2:E7(108);NR_136303.3:E8(108);NM_001322327:E7(108);NR_136305:E7(108);NR_136303:E8(108)	True,False,False,True,True,True	False,True	+GT/AG,+GT/AG	False,False,True	False	True	+GT/AG	NIC	NNC	1	8cc07cc2-4ba8-482b-ab20-ee9c9131b26a	chr183706686737084232348,35,1080,643,17257	chr18:37066867:37084232
chr18|49929511|49937397|3|87,90,106|0,6740,7780	chr18	49929511	49937397	-,-,-	ENSG00000167306,Q9ULV0,MYO5B	ENSG00000167306,Q9ULV0,MYO5B	3	87,90,106	0,6740,7780	283	N,N,N	ENST00000285039:E17(87);ENST00000285039.12:E17(87);NM_001080467.3:E17(87);NM_001080467:E17(87),ENST00000285039:E16(90);ENST00000285039.12:E16(90);NM_001080467.3:E16(90);NM_001080467:E16(90),ENST00000285039:E15(106);ENST00000616031:E15(106);ENST00000285039.12:E15(106);NM_001080467.3:E15(106);NM_001080467:E15(106)	True,True,True,False,False,True	True,False	-GT/AG,NA	True,False,False	True	True	-GT/AG	FSM	NNC	1	5920ec31-26b4-459a-b08f-8ab14f9f47ad	chr184992951149937397387,90,1060,6740,7780	chr18:49929511:49937397
chr19|18564868|18565021|1|153|0	chr19	18564868	18565021	+,+,+,+,+,+,+,+,+	ENSG00000105700,Q9BQD3,M0R228,M0QY77,M0R2G3,M0QXP3,M0QX74,M0R0B4,KXD1	ENSG00000105700,Q9BQD3,M0R228,M0QY77,M0R2G3,M0QXP3,M0QX74,M0R0B4,KXD1	1	153	0	153	N	ENST00000539106:E3(153);ENST00000540691:E4(153);ENST00000222307:E3(153);ENST00000600372:E4(153);ENST00000601630:E3(153);ENST00000599000:E3(153);ENST00000595073:E3(153);ENST00000600654:E3(153);ENST00000596785:E4(122)+I(31);ENST00000599319:E3(153);ENST00000597438:E3(153);ENST00000602094:E3(153);ENST00000598830:E2(153);ENST00000595870:E2(153);ENST00000600099:E2(153);ENST00000539106.5:E3(153);ENST00000540691.5:E4(153);ENST00000600372.5:E4(153);ENST00000222307.9:E3(153);ENST00000601630.5:E3(153);ENST00000599000.5:E3(153);ENST00000595073.5:E3(153);ENST00000600654.5:E3(153);ENST00000596785.5:E4(122)+I(31);ENST00000599319.5:E3(153);ENST00000597438.5:E3(153);ENST00000602094.5:E3(153);ENST00000598830.5:E2(153);ENST00000595870.5:E2(153);ENST00000600099.1:E2(153);XM_017027282.1:E3(153);XM_017027281.1:E3(153);XM_011528273.2:E3(153);XM_011528272.2:E3(153);NM_024069.4:E3(153);NM_001171948.2:E4(153);NM_001171949.2:E3(153);XM_005260073.4:E3(153);XM_006722883.2:E3(153);NM_024069:E3(153);NM_001171949:E3(153);NM_001171948:E4(153)	True,True	NA	NA	True	False	True	+GT/AG	NIC	FSM	2	7aaf6279-0db5-4904-bc3b-f1cbb583d7dc,ac1ac59d-e269-46ef-bc9d-f1e9a9398b53	chr19185648681856502111530	chr19:18564868:18565021
chr19|3979328|3979855|2|108,48|0,479	chr19	3979328	3979855	-,-,-	ENSG00000167658,P13639,EEF2	ENSG00000167658,P13639,EEF2	2	108,48	0,479	156	N,N	ENST00000309311:E11(108);ENST00000596417:E1(108);ENST00000309311.7:E11(108);ENST00000596417.1:E1(108);NM_001961.4:E11(108);NM_001961:E11(108),ENST00000309311:E10(48);ENST00000309311.7:E10(48);NM_001961.4:E10(48);NM_001961:E10(48)	True,True,True,False	True	-GT/AG	True,False	False	True	-GT/AG	NNC	NIC	1	f9399b32-bee9-4a2f-b1c7-b409126a7cfb	chr19397932839798552108,480,479	chr19:3979328:3979855
chr19|40623635|40623983|2|97,48|0,300	chr19	40623635	40623983	+,+,+,+,+,+,+,+,+,+,+,+	ENSG00000090006,A0A0C4DH07,Q8N2S1,F8WAA0,M0QZX0,M0QYE9,ENST00000595118.5,ENST00000318809.11,ENST00000597816.5,A0A087WUU1,ENST00000594116.1,LTBP4	ENSG00000090006,A0A0C4DH07,Q8N2S1,F8WAA0,M0QZX0,M0QYE9,ENST00000595118.5,ENST00000318809.11,ENST00000597816.5,A0A087WUU1,ENST00000594116.1,LTBP4	2	97,48	0,300	145	N,N	ENST00000204005:E28(97);ENST00000308370:E28(97);ENST00000396819:E25(97);ENST00000243562:E14(97);ENST00000601032:E10(97);ENST00000599724:E5(97);ENST00000595118:E6(97);ENST00000593463:E5(7)+I(90);ENST00000318809:E3(97);ENST00000597816:E3(97);ENST00000622107:E4(14)+I(83);ENST00000595665:E4(10)+I(87);ENST00000622457:E4(97);ENST00000594116:E2(97);ENST00000598178:E2(97);ENST00000204005.13:E28(97);ENST00000308370.11:E28(97);ENST00000396819.7:E25(97);ENST00000243562.13:E14(97);ENST00000601032.5:E10(97);ENST00000599724.5:E5(97);ENST00000595118.5:E6(97);ENST00000593463.5:E5(7)+I(90);ENST00000318809.11:E3(97);ENST00000597816.5:E3(97);ENST00000622107.4:E4(14)+I(83);ENST00000595665.1:E4(10)+I(87);ENST00000622457.1:E4(97);ENST00000594116.1:E2(97);ENST00000598178.1:E2(97);NM_001042545.2:E25(97);NM_001042544.1:E28(97);NM_003573.2:E28(97);NM_001042545:E25(97);NM_001042544:E28(97);NM_003573:E28(97),ENST00000204005:E29(48);ENST00000308370:E29(48);ENST00000396819:E26(48);ENST00000243562:E15(48);ENST00000601032:E11(48);ENST00000599724:E6(48);ENST00000595118:E7(48);ENST00000318809:E4(48);ENST00000597816:E4(48);ENST00000622457:E5(34)+I(14);ENST00000594116:E3(11)+I(37);ENST00000597151:E1(48);ENST00000204005.13:E29(48);ENST00000308370.11:E29(48);ENST00000396819.7:E26(48);ENST00000243562.13:E15(48);ENST00000601032.5:E11(48);ENST00000599724.5:E6(48);ENST00000595118.5:E7(48);ENST00000318809.11:E4(48);ENST00000597816.5:E4(48);ENST00000622457.1:E5(34)+I(14);ENST00000594116.1:E3(11)+I(37);ENST00000597151.1:E1(48);NM_001042545.2:E26(48);NM_001042544.1:E29(48);NM_003573.2:E29(48);NM_001042545:E26(48);NM_001042544:E29(48);NM_003573:E29(48)	False,True,True,False	True	+GT/AG	False,False	False	True	+GT/AG	NNC	FSM	1	2c60ae34-52cc-46b0-98d7-e92c2267f75b	chr194062363540623983297,480,300	chr19:40623635:40623983
chr19|6420072|6420471|2|72,50|0,349	chr19	6420072	6420471	-,-,-,-,-,-,-	ENSG00000088247,Q92945,A0A087WTP3,ENST00000595112.5,M0QYH3,M0QXW7,KHSRP	ENSG00000088247,Q92945,A0A087WTP3,ENST00000595112.5,M0QYH3,M0QXW7,KHSRP	2	72,50	0,349	122	N,N	ENST00000398148:E6(72);ENST00000619396:E6(72);ENST00000595112:E4(72);ENST00000595548:E6(72);ENST00000595258:E6(72);ENST00000398148.7:E6(72);ENST00000619396.4:E6(72);ENST00000595112.5:E4(72);ENST00000595548.5:E6(72);ENST00000595258.1:E6(72);NM_001366299.1:E6(72);NM_003685.3:E6(72);NM_001366300.1:E6(72);NM_001366300:E6(72);NM_001366299:E6(72);NM_003685:E6(72),ENST00000398148:E5(50);ENST00000619396:E5(50);ENST00000599395:E5(50);ENST00000595112:E3(50);ENST00000595548:E5(50);ENST00000595258:E5(50);ENST00000398148.7:E5(50);ENST00000619396.4:E5(50);ENST00000595112.5:E3(50);ENST00000599395.5:E5(50);ENST00000595548.5:E5(50);ENST00000595258.1:E5(50);NM_001366299.1:E5(50);NM_003685.3:E5(50);NM_001366300.1:E5(50);NM_001366300:E5(50);NM_001366299:E5(50);NM_003685:E5(50)	True,True,True,True	True	-GT/AG	True,True	False	True	-GT/AG	NIC	NIC	1	90e0bc0e-2621-4b98-8e11-0188dee1c41c	chr1964200726420471272,500,349	chr19:6420072:6420471
chr2|130364171|130364410|2|70,36|0,203	chr2	130364171	130364410	NA	NA	NA	2	70,36	0,203	106	N,N	NA,NA	False,False,False,False	False	+GT/AG	False,False	False	True	+GT/AG	NNC	NNC	12	11c1584a-be3a-4f35-b5ef-dbce9552472e,7b0b78ab-907e-4449-9ee1-9d7413f71108,499006c0-f1b7-4a39-a5ad-c9505b8c3db2,7705b4e9-e71b-47b5-a818-9319eba3be40,dd36657f-622e-4968-b5fe-cf63c66c72be,9db2cfe9-961d-47b1-b127-0e3d5c313dc5,280ba9e0-d003-4d14-a45e-228b0c7f8e14,f6f72b94-a316-4e9b-8385-2fa3aee5dfdd,95486ad1-33f4-4423-b474-ffd094401203,783648e3-d6d7-4e4b-a58b-12a1f837f792,dfe1c85e-d858-4fdf-b604-1af52bb23213,7788f565-639a-4202-927d-9e0c7f811851	chr2130364171130364410270,360,203	chr2:130364171:130364410
chr2|130364171|130364410|2|70,46|0,193	chr2	130364171	130364410	NA	NA	NA	2	70,46	0,193	116	N,N	NA,NA	False,False,False,False	False	+GT/AG	False,False	False	True	+GT/AG	NNC	NNC	6	7d9ccd6d-2480-45fb-a273-4a2b17a23fe0,d7f611ca-6fe8-444b-a9c5-daeb485a15cf,9ddf8065-9158-48bd-88c8-ef643b278561,0cc2eb4a-e5ce-4ddf-b058-15b77f9c5e04,c712762d-6ae4-41bf-9b61-88e716536b13,67fe6694-04f9-477b-babf-5fa2bb899dae	chr2130364171130364410270,460,193	chr2:130364171:130364410
chr2|130364171|130364410|2|70,63|0,176	chr2	130364171	130364410	NA	NA	NA	2	70,63	0,176	133	N,N	NA,NA	False,False,False,False	False	+GT/AG	False,False	False	True	+GT/AG	NNC	NNC	1	83bfe106-e8eb-4c0f-bade-1298798f8160	chr2130364171130364410270,630,176	chr2:130364171:130364410
chr2|164521979|164539897|4|138,75,52,37|0,3024,5034,17881	chr2	164521979	164539897	-,-,-	ENSG00000115290,ENST00000469573.1,GRB14	ENSG00000115290,ENST00000469573.1,GRB14	4	138,75,52,37	0,3024,5034,17881	302	N,N,N,N	ENST00000488342:E6(138);ENST00000263915:E6(138);ENST00000446413:E6(138);ENST00000469573:E6(138);ENST00000263915.8:E6(138);ENST00000488342.5:E6(138);ENST00000446413.6:E6(138);ENST00000469573.1:E6(138);XM_011511022.2:E6(138);XM_017003899.1:E6(138);XM_024452816.1:E6(138);XM_024452815.1:E6(138);NM_001303422.2:E5(138);NM_004490.3:E6(138);XR_427085.3:E6(138);NM_004490:E6(138);NM_001303422:E5(138),ENST00000488342:E5(75);ENST00000263915:E5(75);ENST00000446413:E5(75);ENST00000469573:E5(75);ENST00000424693:I(38)+E4(37);ENST00000263915.8:E5(75);ENST00000488342.5:E5(75);ENST00000446413.6:E5(75);ENST00000469573.1:E5(75);ENST00000424693.1:I(38)+E4(37);XM_011511022.2:E5(75);XM_017003899.1:E5(75);XM_024452816.1:E5(75);XM_024452815.1:E5(75);NM_001303422.2:E4(75);NM_004490.3:E5(75);XR_427085.3:E5(75);NM_004490:E5(75);NM_001303422:E4(75),ENST00000488342:E4(52);ENST00000263915:E4(52);ENST00000446413:E4(52);ENST00000469573:E4(52);ENST00000424693:E3(52);ENST00000263915.8:E4(52);ENST00000488342.5:E4(52);ENST00000446413.6:E4(52);ENST00000469573.1:E4(52);ENST00000424693.1:E3(52);XM_011511022.2:E4(52);XM_017003899.1:E4(52);XM_024452816.1:E4(52);XM_024452815.1:E4(52);NM_001303422.2:E3(52);NM_004490.3:E4(52);XR_427085.3:E4(52);NM_004490:E4(52);NM_001303422:E3(52),ENST00000469573:E3(37);ENST00000469573.1:E3(37);XM_017003899.1:E3(37)	True,True,True,True,True,False,False,True	True,True,False	-GT/AG,-GT/AG,NA	True,True,False,False	False	True	-GT/AG	NIC	NNC	1	6bec1f0c-3509-4f21-afe8-d4b457c12820	chr21645219791645398974138,75,52,370,3024,5034,17881	chr2:164521979:164539897
