chrom	start	end	name	score	strand	thickStart	thickEnd	itemRgb	exonCount	exonSizes	exonOffsets	exist_in_short_read	first_pass_rescued	second_pass_high_conf_chimeric_support_isocirc	second_pass_high_conf_chimeric_support_ciri_long	second_pass_low_conf_chimeric_support_isocirc	second_pass_low_conf_chimeric_support_ciri_long	final_rescue_status
chr3	51483522	51483707	chr3|51483522|51483707|1|185|0	0	+	51483522	51483522	0,0,0	1	185	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr3	52255986	52256094	chr3|52255986|52256094|1|108|0	0	-	52255986	52255986	0,0,0	1	108	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr3	88055749	88055889	chr3|88055749|88055889|1|140|0	0	-	88055749	88055749	0,0,0	1	140	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr3	98808080	98817893	chr3|98808080|98817893|3|94,83,44|0,3113,9769	0	-	0	0	0	3	94,83,44	0,3113,9769	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr4	107910887	107911097	chr4|107910887|107911097|1|210|0	0	+	0	0	0	1	210	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr4	2825354	2825648	chr4|2825354|2825648|1|294|0	0	-	0	0	0	1	294	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr4	39745751	39774933	chr4|39745751|39774933|2|70,76|0,29106	0	+	0	0	0	2	70,76	0,29106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr4	39778827	39778945	chr4|39778827|39778945|1|118|0	0	-	39778827	39778827	0,0,0	1	118	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr4	51863436	51863709	chr4|51863436|51863709|2|71,40|0,233	0	+	0	0	0	2	71,40	0,233	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr4	84775064	84778556	chr4|84775064|84778556|2|74,54|0,3438	0	-	84775064	84775064	0,0,0	2	74,54	0,3438	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chr4	87046165	87047594	chr4|87046165|87047594|2|86,17|0,1412	0	+	0	0	0	2	86,17	0,1412	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	first_pass_rescued
chr4	87094914	87108315	chr4|87094914|87108315|4|55,55,23,32|0,10713,10893,13369	0	+	0	0	0	4	55,55,23,32	0,10713,10893,13369	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr5	103167178	103167320	chr5|103167178|103167320|1|142|0	0	+	0	0	0	1	142	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr5	10415487	10426522	chr5|10415487|10426522|2|45,133|0,10902	0	+	0	0	0	2	45,133	0,10902	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	second_pass_chimeric_support
chr5	135356090	135356385	chr5|135356090|135356385|1|295|0	0	+	0	0	0	1	295	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr5	139283328	139283492	chr5|139283328|139283492|1|164|0	0	-	139283328	139283328	0,0,0	1	164	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chr5	50788522	50815524	chr5|50788522|50815524|2|59,77|0,26925	0	+	0	0	0	2	59,77	0,26925	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr5	72228265	72232558	chr5|72228265|72232558|2|103,116|0,4177	0	-	0	0	0	2	103,116	0,4177	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr6	135302737	135318584	chr6|135302737|135318584|2|80,66|0,15781	0	-	0	0	0	2	80,66	0,15781	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr6	138473305	138496371	chr6|138473305|138496371|2|117,71|0,22995	0	-	0	0	0	2	117,71	0,22995	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr6	138915857	138921124	chr6|138915857|138921124|2|44,88|0,5179	0	-	0	0	0	2	44,88	0,5179	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	second_pass_chimeric_support
chr6	17637509	17637685	chr6|17637509|17637685|1|176|0	0	-	17637509	17637509	0,0,0	1	176	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr6	7176654	7181246	chr6|7176654|7181246|2|119,123|0,4469	0	+	0	0	0	2	119,123	0,4469	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr6	7181123	7181246	chr6|7181123|7181246|1|123|0	0	+	7181123	7181123	0,0,0	1	123	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr6	7181123	7189322	chr6|7181123|7189322|2|123,29|0,8170	0	+	0	0	0	2	123,29	0,8170	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	first_pass_rescued
chr7	133917582	133917738	chr7|133917582|133917738|1|156|0	0	+	0	0	0	1	156	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	second_pass_chimeric_support
chr7	139583823	139596745	chr7|139583823|139596745|2|241,29|0,12893	0	-	0	0	0	2	241,29	0,12893	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr7	152156333	152156423	chr7|152156333|152156423|1|90|0	0	+	152156333	152156333	0,0,0	1	90	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr7	29922687	29922926	chr7|29922687|29922926|1|239|0	0	+	0	0	0	1	239	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	second_pass_chimeric_support
chr7	43994455	43995867	chr7|43994455|43995867|2|51,58|0,1354	0	+	0	0	0	2	51,58	0,1354	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr7	98212656	98212860	chr7|98212656|98212860|1|204|0	0	-	98212656	98212656	0,0,0	1	204	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr8	100225172	100225339	chr8|100225172|100225339|1|167|0	0	+	0	0	0	1	167	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr8	103047427	103047501	chr8|103047427|103047501|1|74|0	0	-	103047427	103047427	0,0,0	1	74	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr8	127206111	127206163	chr8|127206111|127206163|1|52|0	0	.	127206111	127206111	0,0,0	1	52	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr8	21974669	21974774	chr8|21974669|21974774|1|105|0	0	+	0	0	0	1	105	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr8	47582873	47583049	chr8|47582873|47583049|1|176|0	0	-	47582873	47582873	0,0,0	1	176	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr8	61567194	61576799	chr8|61567194|61576799|2|124,28|0,9577	0	-	0	0	0	2	124,28	0,9577	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	second_pass_chimeric_support
chr8	61643385	61644001	chr8|61643385|61644001|2|48,57|0,559	0	-	0	0	0	2	48,57	0,559	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr8	93922137	93922296	chr8|93922137|93922296|1|159|0	0	-	0	0	0	1	159	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr8	94449076	94449119	chr8|94449076|94449119|1|43|0	0	.	94449076	94449076	0,0,0	1	43	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr9	114002623	114007439	chr9|114002623|114007439|2|39,90|0,4726	0	+	0	0	0	2	39,90	0,4726	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr9	120007789	120008065	chr9|120007789|120008065|1|276|0	0	+	0	0	0	1	276	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr9	136429865	136430163	chr9|136429865|136430163|1|298|0	0	+	0	0	0	1	298	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr9	21549399	21549468	chr9|21549399|21549468|1|69|0	0	+	21549399	21549399	0,0,0	1	69	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chr9	6870748	6893232	chr9|6870748|6893232|3|37,43,138|0,17272,22346	0	+	0	0	0	3	37,43,138	0,17272,22346	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chr9	93471140	93516269	chr9|93471140|93516269|3|247,60,62|0,5115,45067	0	+	0	0	0	3	247,60,62	0,5115,45067	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	first_pass_rescued
chrM	10064	10164	chrM|10064|10164|1|100|0	0	-	10064	10064	0,0,0	1	100	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	10515	10630	chrM|10515|10630|1|115|0	0	-	10515	10515	0,0,0	1	115	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	10542	10658	chrM|10542|10658|1|116|0	0	-	10542	10542	0,0,0	1	116	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	10782	10876	chrM|10782|10876|1|94|0	0	-	10782	10782	0,0,0	1	94	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	10820	10903	chrM|10820|10903|1|83|0	0	-	10820	10820	0,0,0	1	83	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	11030	11118	chrM|11030|11118|1|88|0	0	-	11030	11030	0,0,0	1	88	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	11199	11290	chrM|11199|11290|1|91|0	0	-	11199	11199	0,0,0	1	91	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	11462	11644	chrM|11462|11644|1|182|0	0	-	11462	11462	0,0,0	1	182	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	11471	11554	chrM|11471|11554|1|83|0	0	-	11471	11471	0,0,0	1	83	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	11549	11682	chrM|11549|11682|1|133|0	0	-	11549	11549	0,0,0	1	133	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	11894	12009	chrM|11894|12009|1|115|0	0	-	11894	11894	0,0,0	1	115	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	12334	12441	chrM|12334|12441|1|107|0	0	+	12334	12334	0,0,0	1	107	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	12401	12477	chrM|12401|12477|1|76|0	0	-	12401	12401	0,0,0	1	76	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	12554	12686	chrM|12554|12686|1|132|0	0	-	12554	12554	0,0,0	1	132	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	13267	13518	chrM|13267|13518|1|251|0	0	+	13267	13267	0,0,0	1	251	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	13351	13452	chrM|13351|13452|1|101|0	0	-	13351	13351	0,0,0	1	101	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	13486	13583	chrM|13486|13583|1|97|0	0	-	13486	13486	0,0,0	1	97	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	13518	13617	chrM|13518|13617|1|99|0	0	-	13518	13518	0,0,0	1	99	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	13835	13919	chrM|13835|13919|1|84|0	0	-	13835	13835	0,0,0	1	84	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	13943	14091	chrM|13943|14091|1|148|0	0	-	13943	13943	0,0,0	1	148	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	14043	14166	chrM|14043|14166|1|123|0	0	-	14043	14043	0,0,0	1	123	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	14184	14305	chrM|14184|14305|1|121|0	0	-	14184	14184	0,0,0	1	121	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	14225	14309	chrM|14225|14309|1|84|0	0	-	14225	14225	0,0,0	1	84	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	14315	14393	chrM|14315|14393|1|78|0	0	-	14315	14315	0,0,0	1	78	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	14443	14569	chrM|14443|14569|1|126|0	0	-	14443	14443	0,0,0	1	126	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	14511	14607	chrM|14511|14607|1|96|0	0	-	14511	14511	0,0,0	1	96	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	14603	14723	chrM|14603|14723|1|120|0	0	+	14603	14603	0,0,0	1	120	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	14620	14687	chrM|14620|14687|1|67|0	0	-	14620	14620	0,0,0	1	67	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	14684	14765	chrM|14684|14765|1|81|0	0	-	14684	14684	0,0,0	1	81	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	14751	14841	chrM|14751|14841|1|90|0	0	-	14751	14751	0,0,0	1	90	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	15354	15438	chrM|15354|15438|1|84|0	0	-	15354	15354	0,0,0	1	84	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	2201	2309	chrM|2201|2309|1|108|0	0	+	2201	2201	0,0,0	1	108	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	3406	3570	chrM|3406|3570|1|164|0	0	-	3406	3406	0,0,0	1	164	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	3990	4067	chrM|3990|4067|1|77|0	0	-	3990	3990	0,0,0	1	77	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	4167	4238	chrM|4167|4238|1|71|0	0	-	4167	4167	0,0,0	1	71	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	4577	4770	chrM|4577|4770|1|193|0	0	-	4577	4577	0,0,0	1	193	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	4654	4747	chrM|4654|4747|1|93|0	0	-	4654	4654	0,0,0	1	93	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	4878	5018	chrM|4878|5018|1|140|0	0	+	4878	4878	0,0,0	1	140	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	4936	5027	chrM|4936|5027|1|91|0	0	+	4936	4936	0,0,0	1	91	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	4954	5099	chrM|4954|5099|1|145|0	0	-	4954	4954	0,0,0	1	145	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	5023	5085	chrM|5023|5085|1|62|0	0	-	5023	5023	0,0,0	1	62	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	5293	5416	chrM|5293|5416|1|123|0	0	+	5293	5293	0,0,0	1	123	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	7112	7332	chrM|7112|7332|1|220|0	0	-	7112	7112	0,0,0	1	220	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	7126	7259	chrM|7126|7259|1|133|0	0	-	7126	7126	0,0,0	1	133	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	7592	7776	chrM|7592|7776|1|184|0	0	-	7592	7592	0,0,0	1	184	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	7650	7776	chrM|7650|7776|1|126|0	0	-	7650	7650	0,0,0	1	126	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	7754	7911	chrM|7754|7911|1|157|0	0	+	7754	7754	0,0,0	1	157	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	8015	8132	chrM|8015|8132|1|117|0	0	-	8015	8015	0,0,0	1	117	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	8049	8160	chrM|8049|8160|1|111|0	0	-	8049	8049	0,0,0	1	111	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	8375	8440	chrM|8375|8440|1|65|0	0	-	8375	8375	0,0,0	1	65	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrM	8397	8514	chrM|8397|8514|1|117|0	0	-	8397	8397	0,0,0	1	117	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	8692	8829	chrM|8692|8829|1|137|0	0	-	8692	8692	0,0,0	1	137	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	9053	9207	chrM|9053|9207|1|154|0	0	+	9053	9053	0,0,0	1	154	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrM	9133	9236	chrM|9133|9236|1|103|0	0	+	9133	9133	0,0,0	1	103	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrM	9992	10127	chrM|9992|10127|1|135|0	0	-	9992	9992	0,0,0	1	135	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	second_pass_chimeric_support
chrX	136873977	136874093	chrX|136873977|136874093|1|116|0	0	-	136873977	136873977	0,0,0	1	116	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrX	154442401	154442648	chrX|154442401|154442648|2|27,129|0,118	0	+	154442401	154442401	0,0,0	2	27,129	0,118	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	second_pass_high_conf_chimeric_support
chrX	45753907	45754045	chrX|45753907|45754045|1|138|0	0	-	45753907	45753907	0,0,0	1	138	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	novel_in_long_read
chrX	48902392	48902562	chrX|48902392|48902562|1|170|0	0	+	0	0	0	1	170	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	second_pass_chimeric_support
