name	chrom	chromStart	chromEnd	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	gene_name	readCount_sample_name	isoformPSI_sample_name	CIRI_long_coords	read_id
chrM|4954|5099|1|145|0	chrM	4954	5099	0	-	4954	4954	0,0,0	1	145	0	ENSG00000198763,Q7GXY9,ND2	7	7	chrM:4955-5099	b8be4338-7af9-43a2-aa83-1985d4279bd4,e544ead3-6fc6-4121-976b-6330c287aae3,15aca64f-305e-457e-97aa-cc0b7b0ddaad,961614b3-01e0-48aa-a54b-0ec4dec43800,944b9308-2635-4c06-b51e-b57579f05440,dbc8605a-059c-4897-89e4-964e5fa12007,c9f34131-ea0e-4ebf-8b09-371ad4ad357e
chrM|11894|12009|1|115|0	chrM	11894	12009	0	-	11894	11894	0,0,0	1	115	0	ENSG00000198886,P03905,ND4	7	7	chrM:11895-12009	ff94bc70-6da3-4165-a6eb-1e7ea7e9c27d,bd5ee114-dbed-4624-86ef-4ab90ffdc8da,878b2133-42a1-48e3-925d-95cd71cc805d,08148188-e4ed-47ca-9dc2-0e107550c33d,a14139e5-c79c-4cd2-a236-2fb5d3eca1ad,b0bf0ba6-55ee-4f6c-aba5-21f1bc19ded1,814acde3-67d1-4d6c-9949-51d5175ffe14
chrM|14716|14765|1|49|0	chrM	14716	14765	0	-	14716	14716	0,0,0	1	49	0	ENSG00000210194,ENST00000387459.1,TRNE	7	7	chrM:14717-14765	f0961244-3f05-4715-b02c-d287c949d7f6,f529852e-5175-408a-8920-081285636d73,4e8a98ad-0312-4e17-8fc7-49f8e44a7cc7,56c27717-936c-454d-aade-4dde43fcc197,b02d0cd2-3c79-4874-8e6b-acaade7debc8,4f95e97c-3882-4e9e-8cda-5560571d9031,d69651a8-502f-477d-baa9-71d5fa43f865
chrM|5023|5085|1|62|0	chrM	5023	5085	0	-	5023	5023	0,0,0	1	62	0	ENSG00000198763,Q7GXY9,ND2	13	7	chrM:5024-5085	8fe90e70-4c26-4a2a-b54e-65c75c0108e4,0df7ef2d-67b8-46de-8ee0-839b095fc895,e24f8717-247d-4dfa-84f2-a4d42f2a3327,98668905-8b82-4126-adf6-259811dab88e,dac23c07-52d4-4232-affb-9ac3cbb1cf9d,32cbd45a-581a-4bba-b7ac-036b8f6c781a,e460bb3e-4a9c-44f9-84af-0f263c97f84d,cc3875c7-a62d-46cc-93b5-2b8dbc87d829,3d7d41f5-e641-4e18-a372-5a4caa77f1a7,1eda4953-4952-47e1-8e52-2165cece7a9d,0922c244-7e98-42ba-be08-0e8af53a2d40,3321ba9d-40ed-4a80-bb48-74b9164343d2,afb1679c-5344-430d-bb8a-6093319a70e6
chr3|52255986|52256094|1|108|0	chr3	52255986	52256094	0	-	52255986	52255986	0,0,0	1	108	0	ENSG00000164091,Q6UXN9,ENST00000487402.1,WDR82	8	8	chr3:52255987-52256094	37687e20-8911-4baa-8382-d5fb4793d678,e4d4eba2-daa2-4d79-944b-42fb9cd41838,5426b396-7500-4941-a4aa-883929dd9d27,cd93a121-71b8-46ee-92d9-33b03db42a4b,959a909d-58ba-4289-9b35-52b01a05feea,f8c139ba-504d-4822-8c4a-0aaeae46cf27,97d1e456-1b1b-4a62-86dc-41739c8c5ed4,0b286a9c-8b81-474b-9b19-bb6bdb63b623
chrM|14443|14569|1|126|0	chrM	14443	14569	0	-	14443	14443	0,0,0	1	126	0	ENSG00000198695,U5Z977,ND6	8	8	chrM:14444-14569	f5012ac5-cbbb-437a-9bd2-5db9c611d426,19455bcc-200e-4892-92b3-6c9b4df6cc36,bb9c5007-24dd-4b4c-8c5f-7204642a7ca9,6f9f65a0-9402-4401-9465-f1c1dbc587f3,02fe631d-1645-45db-a553-c441c407f19a,d98d790b-791b-4d7f-a411-a32c441c708a,4eda71b4-9aef-4d29-ad06-199b950c41aa,1b52cd7f-f292-4732-b0a0-672e41ef2c54
chrM|4654|4747|1|93|0	chrM	4654	4747	0	-	4654	4654	0,0,0	1	93	0	ENSG00000198763,Q7GXY9,ND2	8	8	chrM:4655-4747	6f8507fe-93ba-4119-a572-d1b2ccad83f1,138c08c1-8702-4c56-9bc7-8f0dc2c7cf7e,89b71dc6-5dc2-4202-afce-cc026be8be05,6146c25e-bba3-4a7f-9617-6c36c95970be,65867384-0173-4de8-bcf7-987d43f166cb,09d5f3c2-5a3e-4242-b352-6be67757d1cb,f4a18e26-f20c-4a75-a2e7-9c71c3ec1a74,d6eabfde-2f77-44ba-b301-de292e67dd21
chrM|13943|14091|1|148|0	chrM	13943	14091	0	-	13943	13943	0,0,0	1	148	0	ENSG00000198786,U5ZC31,ND5	8	8	chrM:13944-14091	9fdfe77d-b028-4aad-8a25-f21ab16409ab,6033249f-d79e-4f9d-9045-ca506f92e86e,69b9376d-1bee-422f-8ab9-5bbcccffade7,d9fe4d3a-4ac5-4aaa-b79d-4e91cec39cb1,e370a6d9-70a0-4d8e-a3f5-2c17f3b8aabb,c855f3d7-1d17-473d-a967-f7d28952e124,2fdaa6c8-b177-401e-8256-cc959f865e91,2407beb6-d4fe-4ec5-a4ce-5482cfcb1e8c
chrM|11471|11554|1|83|0	chrM	11471	11554	0	-	11471	11471	0,0,0	1	83	0	ENSG00000198886,P03905,ND4	10	10	chrM:11472-11554	8a6065d7-b055-4842-b960-ae92499ba48f,7e0eded7-5ba2-4589-8038-ea8cd2b223f9,556d77ea-0425-4b9b-9f77-e68c62e4e738,4e73b17a-5088-4220-9283-11f710400019,824e6d83-739d-4817-a05f-395cf594d4eb,cd724788-7aab-4336-8596-14880676a506,cf2fa9d7-1d0d-49fd-ba48-519c00268587,a23ae926-debb-4aed-8be9-bd56324a5fc1,78233704-7d60-4b03-b421-2f03ba42fed6,94c0521e-0d7e-41f2-838d-2276158c545e
chrM|11462|11644|1|182|0	chrM	11462	11644	0	-	11462	11462	0,0,0	1	182	0	ENSG00000198886,P03905,ND4	12	11	chrM:11463-11644	d23f5c26-0f1d-4af3-8487-831457430f96,c442b156-6a9b-4336-a3bd-34cc211856c9,d4017de3-7197-4291-9b2e-8b286df176f8,473296b9-ee3b-4947-b4e1-9f6ecc4c0f97,66f5cbce-19a1-42c6-848e-8ea7b81350ec,e6a0b634-820d-4822-8a5f-4448370c45d8,e3712231-e276-429f-8183-abc9d13e7deb,0e946799-a84b-459f-9562-24d99874d6c7,584ed650-5ddb-44e1-886e-24d8c1fb5542,ab95adc9-187f-427c-ad4c-09bc0de5e082,6d8c9174-2e8d-4843-b808-632fbcc079a5,7f445a98-2692-48f9-a45d-ddae36a1afe1
chrM|14511|14607|1|96|0	chrM	14511	14607	0	-	14511	14511	0,0,0	1	96	0	ENSG00000198695,U5Z977,ND6	13	12	chrM:14512-14607	e60ecd00-feb9-44f2-8c62-00c4c7ac658e,81f6027b-253d-4a0c-9476-e083a3600803,6a180eb2-2978-48fe-95c1-6a62b17b486e,1298f369-3880-441c-9a33-f7ceaf5292cb,9379994b-68b2-4bc3-9aee-afb590128dc5,1e215e19-6bd4-4856-b351-91c8f8ffe9c2,d4460de2-8f41-4577-837f-253004500a66,8284322c-24a3-451d-82b8-305fe8831b3b,30752079-377e-46fa-8483-ef1ff65f058a,98623bc8-b16a-445c-a45c-3a2886bc9432,a7c020c3-744d-4526-95bf-eadf42e6e552,a286ddeb-ca88-4304-981d-1e54943ba782,57f3aee0-292d-4802-95de-505d40e5483b
chrM|8049|8160|1|111|0	chrM	8049	8160	0	-	8049	8049	0,0,0	1	111	0	ENSG00000198712,U5Z487,COX2	13	12	chrM:8050-8160	4e4b6a86-2629-4221-9787-585fa613256b,51a25aaf-620f-4253-bc17-1edf4c742e74,ab8257d8-db6b-4866-b014-a96701d8a4c4,3779aa8c-9c67-4e90-879e-ad93f645e655,5d3b054f-02b7-45ac-90bc-8a9e33fd179e,3d44ed07-afa4-4353-819f-0ee38b6774fb,f8535701-7617-4683-9152-540f8164e42f,24c06fb2-b999-4a9b-813a-d397042a526f,c39d14ac-b1b0-45d5-81c7-e5009f62fa10,fd546a32-5792-4790-9947-6b853ce6be3a,9a985408-d1ea-4eac-aa26-920d63b0fdd8,b0943793-dc5e-4d65-9982-5d8415227c6b,dc051ae6-480a-42a9-a02a-bfb62df0f652
chr13|29511964|29512070|1|106|0	chr13	29511964	29512070	0	-	29511964	29511964	0,0,0	1	106	0	ENSG00000139514,P30825,SLC7A1	13	13	chr13:29511965-29512070	ef799ff1-4009-4ac3-a437-ce6af0adfae8,7867d766-7a1d-4830-a229-a54df9b58660,bbfa6a3e-08ab-4f15-af54-13ce994c3f59,c77981ac-ada5-4b51-8f8c-e9a3b1199dec,c1ecd7e5-0511-419d-98ae-9833c0bcdfed,3ed2b1ad-7da0-472a-b7b2-bfd195afb1fb,3e9ca2f3-2fa0-46a9-9325-db0550913dc7,a14bb1b2-d630-40cb-914b-dbc0ea063234,e4127f01-4112-42a3-a067-4aa6c7c894e5,1c89cd9c-59c6-45cb-b3ba-8e1b3227df93,f727f467-7232-498f-ab0b-92d6c5dc9cfd,ad7d60b6-c3d7-447e-af50-355e126365c0,9fe0ce6c-68ec-4c84-a198-ea7e19741376
chr12|120097245|120097373|1|128|0	chr12	120097245	120097373	0	-	120097245	120097245	0,0,0	1	128	0	ENSG00000111737,Q15286,F5H7F8,F5H157,ENST00000543364.1,RAB35	14	14	chr12:120097246-120097373	537a5e29-df26-4e93-a46d-52ee4b280155,c2cec92c-2055-41e9-a37e-54137f0b4945,35dbe63b-05a5-4498-be64-393fe336aa1f,14acaa96-a630-416c-a45a-75ee32bb330b,28397083-8d0b-4ed6-95b4-0cf2ab5cddc5,4bd14171-70f3-4059-8a18-d5d5fca26ca5,d9eaa030-6203-4a02-8513-83b0714794d7,8f4778ef-acdd-44bd-8b1e-bdae04695629,469412c5-b749-48b7-87f2-674303c26a70,3fe82a6b-20aa-4aa2-80e1-fd6920a98dce,0854ee00-f124-46e5-909d-0bac1949c9d3,6311c145-a6eb-4c33-907d-f27526a98791,da45635a-3b17-4c9a-918f-429520ff1947,d4065142-2732-4b9a-b6b1-39c64928363a
chr3|45083952|45084090|1|138|0	chr3	45083952	45084090	0	+	45083952	45083952	0,0,0	1	138	0	ENSG00000163814,Q9H5V8,CDCP1	14	14	chr3:45083953-45084090	20b21577-1514-4935-9cbe-beff67b0447b,6f64bfd7-0fad-4ade-8f9f-ed579fbc46ec,1b9471c0-cb63-46d3-b717-76d7e5610a78,8d02c228-d1dd-4461-b733-7d27f8a164be,78cfd85d-ae2d-491c-9114-dd831ca8cb17,ddcde7fe-9c7c-4a59-a8ce-4705732e6cc2,4354a92f-0d58-4352-8b89-5a0cb92004a8,925a8cbb-a19a-41e1-952c-1281c43827c9,38141174-5985-4db1-a428-78b0cc0e5855,11f00713-93c5-4e50-a63a-ea66ef648e4b,935a7dc9-964c-4bbd-8d86-91b6fd08a4d9,d9778281-0416-461e-8739-f096538d5fc5,51731667-f361-4e59-a877-153c7c82d704,a6aef3a7-78f2-4357-8bdb-ba2eb99bbecd
chrM|7126|7259|1|133|0	chrM	7126	7259	0	-	7126	7126	0,0,0	1	133	0	ENSG00000198804,U5YWV7,COX1	19	19	chrM:7127-7259	238f6eaa-1c4a-44ce-bb39-d6bc27662a09,4e6002ee-122d-4f40-aa29-7365ac8d8bc8,9482b9e2-f018-46d5-9efc-238c2dfb0e6d,23dd0ce2-0eb9-4f3e-b51e-99f1a2a081a3,d67be839-5890-45d2-b16b-efb67fa0f13b,ff7b4288-643e-4079-ae96-c7c566f53d36,2c43dff7-642b-4077-9a81-510314440975,27daa2b9-1087-4882-b342-1df755e04842,438c21a4-15b1-465e-98bd-f7e3a4b78559,dd28bbcc-54df-4c0c-b032-510245d62595,d0cc7588-138b-4359-8ab1-3298fbe879ac,937eb553-3c9d-4455-8ffe-1fe2d27937e4,ba529ae7-e677-43c7-bdc6-04447a03bbf2,800d151f-8baf-4ad9-b30c-29ba8f54caa7,c980808f-1667-43eb-a773-89b2c1c5c24d,dc6d8783-0a78-42e7-a588-23314263743a,b3253221-c6dc-45cf-914d-a5336074739d,6b75c078-f04e-48e5-9d3c-9272e9fd369f,65e1a37b-001c-4eec-9eb9-de5b81c5bcfc
chrM|11199|11290|1|91|0	chrM	11199	11290	0	-	11199	11199	0,0,0	1	91	0	ENSG00000198886,P03905,ND4	19	19	chrM:11200-11290	2b1cafb2-947d-42d0-9850-60bd32397271,64029e0d-50f9-4793-b01f-9fb6165d3d9f,f6253bd4-5722-4b62-8ec3-04fb5565005f,572d1de8-6134-45c5-b81c-9f248bbc6249,ca6596c1-6667-4604-b809-221e8423ccdd,09e840fa-207f-49de-abe0-d2108b0e9934,7faf5408-fb23-4320-9a8c-c051d0477739,b129a933-4275-4d74-93c9-8507e66eb52e,c94479cd-2956-4c02-8397-11807fc76ca7,03efcd1a-4bbc-43d4-b0d4-8ab1ca40b610,6ebbc2af-5b5f-436e-856f-412bdce02a50,fc8f6874-b458-4b3e-a814-31066d24fcfa,287e76a4-673c-4503-b43c-23a271a363d3,b53bc421-e0f0-466a-8849-cd0918d35f32,aa438fc0-bf44-4461-89b5-682f344a0857,6a0d5b22-2eaa-4f1f-85e6-e9e031ff5d38,a4b7ecb2-df2d-420e-8cf5-02deddfbd3b9,6451c826-8d39-4fc2-b9a3-cf5a3f07b3c7,3569ec96-121a-410e-ac6e-59f02d41341f
chrM|7650|7776|1|126|0	chrM	7650	7776	0	-	7650	7650	0,0,0	1	126	0	ENSG00000198712,U5Z487,COX2	20	20	chrM:7651-7776	6b6ef3ae-6707-4d87-a78b-945aa279c240,8cbd1c97-24a5-40e2-ab2c-e281a77cc76d,e1c065d7-2ed2-49d0-8534-b47e7608f6eb,4a42a109-6e60-4596-8922-50dfd0b19798,d7179b0b-65f1-492c-a8e3-1a8943b6b21d,0ab1ccc2-7ff7-41de-af58-ebf07fae8ccb,ed4e68d5-d8eb-435e-b802-302bc01e4201,6eb3cc2b-9099-4837-9e29-7f93c965dadb,8d227a6f-5c63-4489-88b3-aca68e4e5253,0a8978d2-1a6f-46fa-ad5a-b345afd23eb2,a85ccea6-ac5f-4dda-bf3c-c15df1994518,30fd5052-7fc8-477c-9522-6a97010beacd,9c75b790-7fd8-46ae-8ef1-d81fecc9f9e6,9df0db12-71fa-4b26-a34b-2d85c6018969,9db84682-5163-47e3-9c51-2e9d50eb3994,062182ed-91a2-4a0d-b8b0-cdb065f5df31,7b67921d-6e4d-4b71-9045-110e166455f6,24a4ffca-d9b6-42e6-bf55-46f8686a6eb4,c0a33eb1-cd14-4877-930a-26ab2a9a8acc,a28f633c-e86a-4130-9386-8fe4ac40ba39
chrM|14043|14166|1|123|0	chrM	14043	14166	0	-	14043	14043	0,0,0	1	123	0	ENSG00000198695,U5Z977,ND6	35	22	chrM:14044-14166	2cf320cf-1bfd-4d5a-9595-14262ad6f268,a9386be0-6242-4eae-a467-ff4c1f928931,4f30edee-ace6-4662-9387-8b5489158d73,86e8ae68-7c0a-4667-921b-52b7acd2fac8,aef60582-7df9-4b4e-84f4-02232dfc61c9,72684d07-d8ee-458e-a5f6-eaa05c2e49ed,b629dc21-a030-4828-ae50-b16ea8935fe9,3387602a-c63e-42fc-97b7-9476c9f36cb9,fa0debf7-4382-4a9d-bac5-05831e86f424,d57114f9-eee6-4d09-b0ed-3ab069d8b324,846bdbcb-3e39-49cb-a7fb-303867df74e8,26b915a1-5b60-48ea-973f-72bd94ff81a9,0a5ace15-96f5-48f0-9294-92f52e301449,0182333d-989a-4ca8-ae5c-6e51e95e0ff7,77f5d5ca-ca08-4ecb-8bb5-9d431767ed3d,07108abb-bcd8-49a5-b567-f48e70dd72c1,6e273f7d-e176-4b61-ab17-a6095937211f,8f3b0e60-809f-480b-9431-9b5a90b978c5,b8dd43ed-6f4b-46eb-96a7-85d8b90f6ca1,e5850ccb-7a52-4cf8-9789-22f5fb792556,bcc47f79-2bd4-42cd-bbdd-b329292bf38c,f0a97cff-a01d-49e5-aba8-b9080d924cda,7ddb5b20-5e38-497a-8e09-bec16ab46202,7ca0ce1e-20b3-46fb-a397-02791d5ae3c9,230705d1-a002-417a-b5c6-2dfd0113fa5a,408ef930-7a83-4ef8-87c3-83808b3670c0,cc2e8d4e-15fa-4652-8033-5e4485b6afa9,7c2e4982-0083-41d8-8b89-e9aa9cbeb3e2,06aad689-601e-4e7a-88ce-2e1be8ef0047,5efcc869-0eac-498f-8abc-59f11637541a,35b43cb2-bc9f-4720-8c54-97620a8234b9,bb87e9bf-a424-45c3-82cd-5d7990c8c9bf,68b6ec00-48f4-45a7-95cc-970bb71caa2a,5efbab62-dc16-42ea-a550-05df6cc4f7cc,48b65975-41fe-48ee-b2cb-649ed45114ee
chrM|10820|10903|1|83|0	chrM	10820	10903	0	-	10820	10820	0,0,0	1	83	0	ENSG00000198886,P03905,ND4	23	23	chrM:10821-10903	75ca008d-a874-4fad-9c1c-ee79479f5a84,ff6cb190-0ab3-4057-9b65-ef3e1f25c672,c3676f89-c538-4360-8a32-aa81ea47b608,d0210551-ce20-41f1-a304-c1df12b24304,fa1d4fee-7408-488a-81dd-de8b2b378ae5,061f1913-a0c9-41a6-8359-bbcb9e8ccd5a,11961c59-37a1-49a6-afc1-878258cb1ead,06bbcc18-fd1d-4bf0-b1a0-f84eb36371bd,785e1029-0fd8-4d32-b34e-168cc35c373d,39236600-8ac2-4cc7-8c76-98dafd1175e1,2b62a35f-c756-42f7-b4f7-aff038903f45,4b51ce5b-ddc3-4288-bce3-b22c4240797e,8545cb74-d649-4686-9ccd-7addf0f90b63,6bd8dd62-3714-49ae-a53d-39901420aad5,980b501b-1499-4ae6-87e5-80a79635b4f7,3628fba0-ee8c-4177-ad3f-0c615feab860,bb89e6cf-c483-4c8c-8573-baba989703d7,1a0de222-712f-4c42-9226-363bf6b5c239,09b6a783-2b66-45da-873a-9e22db7e68c4,71d406f8-3028-41cd-a40c-6974c70571c9,ceae13db-ae86-4d8c-a4b3-b38a1f597823,fcd3a660-257e-4509-b973-2d417dcf2531,3de04343-619f-4a00-823b-04709a0c2463
chrM|10769|10871|1|102|0	chrM	10769	10871	0	-	10769	10769	0,0,0	1	102	0	ENSG00000198886,P03905,ND4	33	29	chrM:10770-10871	5d5c8c37-348b-4740-8a5b-2e1b7b861c96,114cb9ba-1921-4739-bc58-899135d2ec06,8a9cc1d7-a0dc-4aa1-87d2-c410f71bae31,f71f1850-a747-465c-9737-ad5465f9b397,2fd9b034-61e0-43b2-ad3f-7996e47f8f95,791e54e9-d09c-4aaf-8489-c0cf2a180d9e,10931ca6-53f2-4de4-aa31-546e980a22e2,9fbd59ea-7443-4acb-9bf0-9eb8fc65796d,6d0d07c0-da63-45fe-9b49-9752bc2898ec,e5bec0c0-94b3-4222-8357-1f1987ddd95a,212b0b11-8667-465b-8b2b-3fca003e49f2,974235a4-888c-4fa5-8177-1d001109baaa,919473ef-4bd6-45f3-8563-e45d48a536f9,40ccf17f-829a-41e0-b0ae-55b4fcfc28a0,6138fd7f-916e-4c4f-9323-794d002ddcd6,854c9775-0c3d-4218-a706-34e9453e8078,533bbc3c-4a1c-4da2-a6ca-6511776abf62,21ba7b77-48f3-44fc-b785-3b21701839ab,988f590b-e311-4d5b-b8e0-a40e4405355e,f0be405f-b2af-4b4e-86a1-07160cc60e4a,c2bb1c20-5463-44c7-888d-0c2ee8dc9ceb,99174139-a1b0-4367-be3c-f88a0abb64a1,b9dd9070-564f-49aa-af78-fd976b1685b8,f9945002-bfe2-4323-9061-c4228bb3bdc9,024412ca-cc05-4036-9c9c-215d4ca87366,7199076d-f7cd-47e2-9130-222828ac8cfe,08c3c24e-6af1-4152-aaff-ab50881f09f7,a90e4ca4-20d9-455e-bdc4-fade27e31f91,f48c87ab-f456-4266-b66f-1bb4623f85f5,9723a877-b0c5-4083-95c2-04926fbb0357,4c1ed8b2-457c-4ee1-937d-01f5d0bb62df,abd09ba5-5579-48e0-8765-ed460afa73e8,0c573205-0563-44da-976b-7327c5151994
chrM|11030|11118|1|88|0	chrM	11030	11118	0	-	11030	11030	0,0,0	1	88	0	ENSG00000198886,P03905,ND4	30	30	chrM:11031-11118	e18a50b8-29a3-4fc1-af7e-e987c934480d,61195023-9756-44a9-94fd-6558d2d2d396,8503699f-93b3-4794-bf92-4ea00a9e8acc,49d3b6e0-681d-45b4-beb0-b316aec39024,4bf4553e-bd04-417a-bba1-447b42fe8bb6,6c577d35-1eba-4a00-9f49-176964821eb7,e6bf53a0-ff4c-461a-90b9-28264cb5e510,407d274e-66da-48bf-b834-15fe52813733,7a198103-9fbe-4ed9-a6d5-e843b06d11bf,0ed80805-2692-46c3-91be-f0273fa0bf14,005dce4d-a715-4ebc-bdb0-a43228a36e1a,e2498d69-f1bf-4883-a47e-99b04bcf1e61,4b60045f-e3c5-4d43-a810-215df683e122,c81604e4-23ee-4cae-904e-d09747b4cbfa,5393a692-45b6-443b-b098-3484b07a63d1,b6038015-1b90-4d98-8bc8-5128b1079420,b263cdd6-8e6a-4e65-8525-76ba1e8874db,82f9bee7-513c-4414-b645-fdb85f53089c,82b0c943-4c8f-4f71-8a88-fde64947892f,8495ec2f-1537-461c-8301-06e221746f1c,285396e1-353d-4fc6-b20a-bbb65a2262d5,db1f3ce3-d385-461a-8d38-6847fd14dd0d,b545f7b4-bea4-4f58-b6e6-423198accefe,d6556fa3-5ae8-470a-b320-094b4910fcf5,bdccaf15-99c8-4c0c-a57e-8cd671b43cc9,3d6b234c-af9c-432c-9e9d-3d54c066f1fe,51fd33e6-af13-4fd8-aa88-18c15525dbe2,fac409d6-fd5c-4533-b1c1-889e84c9a3fc,3dbc36be-04ab-4104-b3b5-2f6d9ffd17d0,553230eb-e9bd-45ae-a07b-ae01c6e05497
chr11|65504689|65504837|1|148|0	chr11	65504689	65504837	0	+	65504689	65504689	0,0,0	1	148	0	ENSG00000251562,ENST00000534336.1,ENST00000618132.1,ENST00000613376.1,ENST00000610851.1,MALAT1,ENSG00000251562.7	32	32	chr11:65504690-65504837	00c429f9-e468-4c3e-bb23-35e397247c6a,275239e4-4187-46ac-9850-d7e65846a973,28da2049-710f-4c60-ab4e-dfda99e82c73,7a9a6d6e-9e16-4c81-9ed7-51d8616cbede,9fa9eb5b-d359-4a42-9636-245ae7225f67,ed51f254-9dbe-49f0-8657-4bdb71180d4a,14a6012b-f84d-4a31-906f-20da4c1f54c7,9cb1ac59-6377-4333-95c3-c0801326bb5b,5b6f43f3-ea9d-4d93-9a7a-5da1d9222ccd,273c008a-e8b4-4319-8474-0cb6c2a92fa0,b3757674-a6ff-45ea-911f-43c9c349dc57,4f4719c6-5c54-4718-b231-093b76f2ef53,b4199103-1504-4f5d-83ba-2fd019e463f1,fd546374-7fa6-47a9-b9a9-d594dba47154,7434e8d1-65e6-4e51-90c8-49fb0b239c78,7160c8ed-e1ba-4109-bb7f-44ab3e3d4d87,b4878a58-9518-4266-a0ea-f49eed5f45e7,68cf5fea-bc6a-4ef1-904a-b2f31cfd6189,387773ab-d862-48f7-b20e-6ea360795c2a,f4fb6f80-9910-4c82-89bd-f4720f89cf33,4392344c-2443-413a-997d-7e69f1d05722,c9abceef-b685-4a5e-a563-1f160a1667a5,d29d4d2d-518e-4dc1-ac1e-7c5671f0c2e1,ab15c4de-5074-4209-8b95-26f982afc2e3,f8f83c24-5d5b-4118-9494-8674e159ddb6,62aa9a0f-60e8-4645-8e7f-5049e4fb71ce,48af2193-e60d-49a2-93b6-9f2bab908f0e,9daccfc5-eb03-4bb6-849e-8d5fc296cc28,80f5552a-9972-446f-b894-29658c3a46d8,ba1e69a6-d832-4bd7-9a3f-bf978eb50d94,fa85d528-e27f-48b8-b9b6-ce1c303684b5,e22ce89f-987f-4aff-b11d-55348a0bda20
chrM|7592|7776|1|184|0	chrM	7592	7776	0	-	7592	7592	0,0,0	1	184	0	ENSG00000198712,U5Z487,COX2	37	35	chrM:7593-7776	83c87761-fe05-49f1-9f51-b483a8ebc185,784af13e-16ae-4900-a36b-b39a5d826144,876caba1-d2f4-4571-a502-c64e220cb54c,715a8591-f4ae-4990-878d-c848bcdc3f2f,002f7e25-595c-4ed7-9eae-2279379dd25b,3191534f-2804-41f0-a830-ada2ba795652,367150dd-02d5-48e8-b887-008cd04da9e7,10124e29-275e-4509-bf36-0e877e575d79,509a90b5-d1b2-4b66-ade5-8440a89dd28d,6929acf5-53b2-45ec-a210-bc5f391d6ada,74912d78-8d6b-49ba-a93d-a05126f7b372,99f69d9a-0a66-469f-bc04-39785c502c7c,6840ea4f-019a-43b5-bf4e-b6286b3fb327,a621c9a8-515f-4879-80dd-2a9699b52a2a,0c448955-cf75-4eb9-8e78-676faed6400b,88b9b777-5073-4946-8b64-6f19c1b037f3,85e8803a-88d5-46cf-9676-2c9021b922c9,01d6cac2-cd09-4795-b87d-3742b4b7c682,9870b415-ea37-4e9e-8bf7-95a63adb47cc,c49e5396-ca17-4a9b-82b0-04e465a99120,42437fc7-21a0-4d79-b3aa-e605d99b499c,d2e48c06-0203-4c67-81d0-01cbb7ad2ecd,413c90b3-b16a-4971-8b83-b0efa3816538,68295db0-e610-4ef7-b74b-3ab2e3d83e9b,a455b5d3-89ec-42f8-a34a-ea5eea403f4c,1fff4ee5-6284-4e3b-a7e8-d3703d2623f6,1d32b670-af47-4529-97e7-76e39a46e500,5132589f-d476-4127-a51d-b1eaf3c4037f,7bfdc174-7109-4bff-89c6-e76bec1b82dd,62635219-ab06-4bd6-a510-a5b6cf056125,4c22c527-32d9-4710-b405-7b1d22a4b584,e88fdc45-1081-4610-9861-d09c44b2aadc,8cc1a948-b4ff-4448-80a9-4cde190b7636,5995dbf1-41d2-45dd-af23-b259cc736360,faf43bfe-761d-4cb9-8a30-2af830281488,bbff1d43-e91c-49f0-87d9-1f61bc52bd61,a7a67ffd-0034-4b63-929d-5e11a63308de
